INCIDENT_KEY,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE
79896470,BROOKLYN,,73,2,,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK
174579221,BROOKLYN,,67,0,,,FALSE,,,,25-44,M,BLACK
80605485,QUEENS,,103,0,,,FALSE,18-24,M,BLACK,18-24,F,BLACK
190170259,BRONX,,47,0,,,FALSE,18-24,M,BLACK HISPANIC,18-24,M,BLACK
10953934,BRONX,,42,0,,GROCERY/BODEGA,FALSE,18-24,M,BLACK,18-24,M,WHITE HISPANIC
77066910,BROOKLYN,,90,0,,,FALSE,,,,25-44,M,BLACK HISPANIC
23354127,QUEENS,,103,0,,,FALSE,25-44,M,BLACK,<18,M,BLACK
10411006,QUEENS,,113,0,,PVT HOUSE,TRUE,25-44,M,BLACK,25-44,F,BLACK
234208836,MANHATTAN,,24,2,,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,F,BLACK
84340916,BRONX,,41,0,,GROCERY/BODEGA,FALSE,25-44,M,BLACK,18-24,M,WHITE HISPANIC
168461315,BROOKLYN,,76,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK
156521519,BROOKLYN,,67,0,,,FALSE,,,,25-44,M,BLACK
91612689,BROOKLYN,,71,0,,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,18-24,F,BLACK
75544372,MANHATTAN,,25,0,,COMMERCIAL BLDG,FALSE,18-24,M,BLACK,18-24,M,BLACK
87515017,BROOKLYN,,75,0,,,FALSE,25-44,M,BLACK,25-44,M,WHITE HISPANIC
237508167,BRONX,,48,0,,MULTI DWELL - APT BUILD,TRUE,,,,25-44,M,WHITE HISPANIC
33725015,BRONX,,52,0,,,FALSE,UNKNOWN,M,BLACK,<18,M,BLACK
182363095,BROOKLYN,,73,0,,,FALSE,,,,18-24,M,BLACK
68994302,BROOKLYN,,75,0,,PVT HOUSE,FALSE,25-44,M,BLACK,25-44,F,BLACK
28980868,MANHATTAN,,28,0,,COMMERCIAL BLDG,FALSE,UNKNOWN,M,BLACK,25-44,F,BLACK
88329917,QUEENS,,105,0,,PVT HOUSE,TRUE,,,,25-44,M,BLACK
60025216,QUEENS,,106,0,,,FALSE,UNKNOWN,M,BLACK,18-24,M,WHITE HISPANIC
36379172,BROOKLYN,,75,0,,MULTI DWELL - APT BUILD,FALSE,UNKNOWN,M,BLACK,18-24,M,BLACK
51678152,BROOKLYN,,69,0,,PVT HOUSE,TRUE,,,,25-44,M,BLACK
140186726,BROOKLYN,,67,0,,COMMERCIAL BLDG,TRUE,,,,<18,M,BLACK
148865203,BRONX,,46,0,,,TRUE,<18,M,BLACK HISPANIC,<18,M,BLACK
197997725,BROOKLYN,,75,2,,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,18-24,M,BLACK
83859901,BROOKLYN,,84,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,25-44,M,BLACK
199247701,QUEENS,,114,2,,MULTI DWELL - PUBLIC HOUS,FALSE,<18,M,WHITE,25-44,M,WHITE HISPANIC
92563658,BRONX,,42,0,,,FALSE,18-24,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC
168080334,BROOKLYN,,71,0,,,FALSE,25-44,M,BLACK,25-44,M,BLACK
150543224,MANHATTAN,,32,0,,,FALSE,25-44,M,BLACK,25-44,M,BLACK
32178480,BRONX,,47,0,,,FALSE,65,M,BLACK,25-44,M,BLACK
80149332,BRONX,,42,0,,MULTI DWELL - APT BUILD,FALSE,,,,<18,F,BLACK
159596333,BROOKLYN,,77,0,,,FALSE,,,,18-24,F,BLACK
222075197,QUEENS,,103,0,,COMMERCIAL BLDG,FALSE,18-24,M,WHITE HISPANIC,18-24,M,ASIAN / PACIFIC ISLANDER
169924413,BRONX,,49,0,,,TRUE,45-64,M,BLACK,25-44,M,BLACK
36362038,MANHATTAN,,28,0,,,FALSE,18-24,M,BLACK,25-44,F,BLACK
52409038,BRONX,,52,0,,,FALSE,25-44,M,BLACK,25-44,M,BLACK
217077237,QUEENS,,113,0,,,FALSE,,,,18-24,M,BLACK
159282177,BROOKLYN,,75,0,,,FALSE,,,,25-44,M,BLACK
229507142,QUEENS,,113,0,,,TRUE,25-44,M,BLACK,25-44,M,BLACK
10187489,BRONX,,45,0,,MULTI DWELL - APT BUILD,TRUE,25-44,M,WHITE,25-44,M,WHITE
62525250,QUEENS,,105,0,,,FALSE,<18,M,BLACK,18-24,M,BLACK
229507546,BRONX,,41,0,,,FALSE,25-44,M,BLACK,25-44,F,BLACK
49514585,BROOKLYN,,81,0,,MULTI DWELL - PUBLIC HOUS,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,BLACK HISPANIC
73063488,BROOKLYN,,75,0,,,FALSE,,,,18-24,M,BLACK HISPANIC
75432709,BROOKLYN,,75,0,,,FALSE,,,,18-24,M,BLACK
160509155,BROOKLYN,,73,0,,FAST FOOD,FALSE,18-24,M,BLACK,18-24,M,BLACK
137473574,BROOKLYN,,77,0,,,FALSE,18-24,M,BLACK,18-24,M,BLACK
70881715,BROOKLYN,,83,0,,DRUG STORE,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK
226654025,BRONX,,40,0,,,FALSE,,,,25-44,M,BLACK
136811337,BROOKLYN,,75,0,,,FALSE,,,,18-24,M,BLACK HISPANIC
94250212,BROOKLYN,,73,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK
236362255,MANHATTAN,,28,0,,,FALSE,<18,M,BLACK,18-24,M,BLACK
55449314,MANHATTAN,,23,2,,MULTI DWELL - PUBLIC HOUS,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,WHITE HISPANIC
23733992,BRONX,,42,0,,,FALSE,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC
231635823,QUEENS,,113,0,,,FALSE,,,,18-24,M,BLACK
24224969,BRONX,,40,0,,MULTI DWELL - APT BUILD,TRUE,18-24,M,BLACK,18-24,M,BLACK
52380391,STATEN ISLAND,,120,0,,,FALSE,18-24,M,BLACK,18-24,M,BLACK
235839217,BRONX,,52,0,,,FALSE,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC
16733761,QUEENS,,113,0,,NONE,FALSE,25-44,M,BLACK,25-44,F,BLACK
33493584,BROOKLYN,,79,0,,,FALSE,,,,25-44,M,BLACK
84830052,QUEENS,,113,0,,PVT HOUSE,TRUE,25-44,M,BLACK,18-24,M,BLACK
38285830,MANHATTAN,,23,0,,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK HISPANIC,18-24,M,BLACK HISPANIC
54810803,BRONX,,46,0,,,FALSE,18-24,M,BLACK,<18,M,BLACK
79008022,MANHATTAN,,9,0,,,FALSE,,,,18-24,M,BLACK HISPANIC
146462285,BRONX,,42,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK
186606589,BROOKLYN,,73,0,,,FALSE,18-24,M,BLACK,18-24,M,BLACK
72181025,BRONX,,42,2,,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,F,BLACK HISPANIC
229540933,BROOKLYN,,67,0,,,FALSE,,,,25-44,M,BLACK
235116950,BRONX,,49,0,,,FALSE,18-24,M,BLACK,25-44,M,BLACK
23354060,MANHATTAN,,24,0,,,FALSE,UNKNOWN,M,UNKNOWN,25-44,M,BLACK
139446952,QUEENS,,110,0,,BAR/NIGHT CLUB,TRUE,,,,25-44,M,BLACK
74479751,BROOKLYN,,75,0,,PVT HOUSE,FALSE,,,,25-44,F,BLACK HISPANIC
238009968,BROOKLYN,,62,0,,PVT HOUSE,TRUE,25-44,M,BLACK,25-44,M,BLACK HISPANIC
94985606,BRONX,,49,0,,,FALSE,18-24,M,BLACK HISPANIC,65,F,BLACK
80855402,BROOKLYN,,71,0,,,TRUE,,,,18-24,M,BLACK
168306062,BROOKLYN,,73,0,,,FALSE,18-24,M,BLACK,18-24,M,BLACK
142414015,BROOKLYN,,75,0,,,FALSE,18-24,M,BLACK,18-24,M,BLACK
85250456,BRONX,,43,0,,,FALSE,,,,18-24,M,WHITE HISPANIC
49255314,BROOKLYN,,81,0,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK
87349060,STATEN ISLAND,,120,0,,,FALSE,,,,18-24,M,BLACK HISPANIC
86416091,BROOKLYN,,73,0,,,TRUE,<18,M,BLACK,<18,M,BLACK
29059033,MANHATTAN,,7,2,,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,WHITE HISPANIC,25-44,M,BLACK
10904915,BRONX,,41,0,,,FALSE,45-64,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC
92431740,BROOKLYN,,67,0,,,FALSE,,,,18-24,F,BLACK
83871104,BROOKLYN,,60,0,,,FALSE,,,,25-44,M,WHITE HISPANIC
23749375,BROOKLYN,,79,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK
216692583,MANHATTAN,,24,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,25-44,M,BLACK
37695073,BROOKLYN,,81,0,,,FALSE,25-44,M,BLACK,<18,M,BLACK
228109390,BROOKLYN,,83,0,,,TRUE,25-44,M,BLACK,25-44,M,BLACK
26805787,BROOKLYN,,71,0,,,FALSE,UNKNOWN,M,UNKNOWN,25-44,M,BLACK
83751047,MANHATTAN,,26,0,,,FALSE,18-24,M,BLACK,18-24,M,BLACK
73037921,BROOKLYN,,90,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK
54080623,BRONX,,44,0,,MULTI DWELL - APT BUILD,TRUE,18-24,M,WHITE HISPANIC,<18,M,BLACK
57938888,MANHATTAN,,23,0,,TELECOMM. STORE,TRUE,18-24,M,BLACK,18-24,M,BLACK
79606253,BROOKLYN,,73,0,,,TRUE,,,,25-44,M,BLACK
63389656,BROOKLYN,,73,0,,,TRUE,25-44,M,BLACK,25-44,M,BLACK
24675455,QUEENS,,113,0,,,FALSE,18-24,M,BLACK,18-24,M,BLACK
47405920,MANHATTAN,,33,0,,BEAUTY/NAIL SALON,FALSE,18-24,M,BLACK HISPANIC,18-24,M,BLACK HISPANIC
62014857,QUEENS,,103,0,,,FALSE,,,,<18,M,BLACK
85518939,BROOKLYN,,67,0,,,FALSE,,,,25-44,M,BLACK
238344522,BROOKLYN,,73,0,,,TRUE,,,,45-64,M,BLACK
71710225,BROOKLYN,,75,0,,COMMERCIAL BLDG,TRUE,,,,25-44,M,WHITE HISPANIC
83005768,QUEENS,,113,0,,,TRUE,18-24,M,BLACK,25-44,M,BLACK
66656614,QUEENS,,104,0,,GROCERY/BODEGA,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,WHITE HISPANIC
66027258,BRONX,,40,2,,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,WHITE HISPANIC
75506782,BROOKLYN,,73,0,,COMMERCIAL BLDG,TRUE,25-44,M,BLACK,18-24,M,BLACK
45970311,QUEENS,,113,0,,DRY CLEANER/LAUNDRY,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK
179645492,BROOKLYN,,73,0,,,TRUE,,,,18-24,M,BLACK
145735237,BROOKLYN,,79,0,,,FALSE,,,,25-44,F,BLACK
73308856,BROOKLYN,,84,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK
79005893,BROOKLYN,,61,2,,MULTI DWELL - PUBLIC HOUS,TRUE,,,,18-24,F,BLACK
85875439,BRONX,,42,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,25-44,M,BLACK
229507545,BRONX,,41,0,,,TRUE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC
213922505,BROOKLYN,,72,0,,,FALSE,,,,18-24,M,BLACK HISPANIC
85744760,BRONX,,43,0,,,TRUE,,,,18-24,M,BLACK HISPANIC
64169804,MANHATTAN,,34,0,,,FALSE,18-24,M,WHITE HISPANIC,<18,F,WHITE
62267915,BROOKLYN,,88,0,,,FALSE,UNKNOWN,U,UNKNOWN,<18,F,BLACK HISPANIC
82674271,QUEENS,,114,0,,,FALSE,,,,45-64,M,WHITE
63839079,BROOKLYN,,77,0,,,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK
166951006,BROOKLYN,,70,0,,,TRUE,25-44,M,BLACK,18-24,M,BLACK
216651448,MANHATTAN,,34,0,,,FALSE,18-24,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC
82009221,BROOKLYN,,73,0,,MULTI DWELL - APT BUILD,FALSE,,,,18-24,M,BLACK
33706908,BROOKLYN,,83,0,,,FALSE,UNKNOWN,M,UNKNOWN,25-44,M,WHITE HISPANIC
168528147,BRONX,,43,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK
141799308,BROOKLYN,,75,0,,,FALSE,25-44,M,BLACK,45-64,F,BLACK
174579540,BROOKLYN,,71,0,,,TRUE,,,,25-44,M,BLACK
10879217,MANHATTAN,,33,0,,NONE,FALSE,,U,UNKNOWN,<18,M,WHITE HISPANIC
62725594,BRONX,,49,2,,MULTI DWELL - PUBLIC HOUS,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,BLACK HISPANIC
142324890,BROOKLYN,,75,0,,MULTI DWELL - APT BUILD,FALSE,18-24,F,BLACK,25-44,M,BLACK
23749375,BROOKLYN,,79,2,,MULTI DWELL - PUBLIC HOUS,TRUE,<18,M,BLACK,<18,M,BLACK
186606592,BRONX,,49,0,,BAR/NIGHT CLUB,FALSE,25-44,M,BLACK,18-24,F,BLACK
227665924,BROOKLYN,,69,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK
153970014,BROOKLYN,,67,0,,,FALSE,18-24,M,BLACK,<18,M,BLACK
220154695,BROOKLYN,,79,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,<18,M,BLACK
170307135,BRONX,,44,0,,,FALSE,,,,25-44,M,BLACK
150515936,QUEENS,,103,0,,,FALSE,18-24,M,BLACK,18-24,M,BLACK
74342175,BRONX,,43,0,,,FALSE,18-24,M,BLACK,18-24,M,ASIAN / PACIFIC ISLANDER
72949717,BRONX,,42,0,,,FALSE,,,,<18,M,BLACK HISPANIC
143677939,BROOKLYN,,73,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK
61170265,BRONX,,43,0,,,FALSE,25-44,M,BLACK,25-44,M,BLACK
71997656,BRONX,,46,0,,RESTAURANT/DINER,FALSE,UNKNOWN,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC
88890624,MANHATTAN,,9,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK HISPANIC,45-64,M,BLACK
73911288,BROOKLYN,,77,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK
72519493,BROOKLYN,,75,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,<18,F,BLACK
143641822,MANHATTAN,,28,0,,,FALSE,25-44,M,BLACK,25-44,M,BLACK
28349211,BRONX,,44,0,,FAST FOOD,TRUE,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC
151527279,MANHATTAN,,32,0,,,FALSE,25-44,M,BLACK,25-44,M,WHITE HISPANIC
79803017,BROOKLYN,,75,0,,,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,BLACK
156932321,BROOKLYN,,73,2,,MULTI DWELL - PUBLIC HOUS,FALSE,45-64,M,BLACK,45-64,M,ASIAN / PACIFIC ISLANDER
143186570,BROOKLYN,,83,0,,,FALSE,,,,25-44,M,BLACK
215817239,QUEENS,,101,0,,,FALSE,,,,25-44,M,BLACK
216056537,BRONX,,40,0,,,FALSE,,,,18-24,M,BLACK
82140942,MANHATTAN,,10,2,,MULTI DWELL - PUBLIC HOUS,TRUE,25-44,M,BLACK,18-24,M,WHITE HISPANIC
74560110,BRONX,,46,0,,,TRUE,18-24,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC
80086639,BRONX,,40,0,,MULTI DWELL - PUBLIC HOUS,TRUE,18-24,M,BLACK,25-44,M,BLACK HISPANIC
74451277,STATEN ISLAND,,120,0,,MULTI DWELL - APT BUILD,FALSE,,,,<18,M,BLACK
82323220,BROOKLYN,,83,0,,,FALSE,,,,25-44,M,BLACK HISPANIC
87368205,BROOKLYN,,75,0,,,TRUE,25-44,M,BLACK,25-44,M,BLACK
68296786,QUEENS,,106,0,,BAR/NIGHT CLUB,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,BLACK HISPANIC
152012483,QUEENS,,108,0,,,TRUE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC
50703401,BROOKLYN,,90,0,,,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,WHITE HISPANIC
86207309,BROOKLYN,,73,0,,,FALSE,<18,M,BLACK,18-24,M,BLACK
233147094,BRONX,,49,0,,,FALSE,,,,<18,M,BLACK
183565220,BRONX,,46,0,,MULTI DWELL - APT BUILD,TRUE,18-24,M,BLACK,25-44,M,BLACK
235857196,MANHATTAN,,25,0,,,FALSE,18-24,M,BLACK,25-44,M,WHITE HISPANIC
46004429,BRONX,,42,0,,MULTI DWELL - APT BUILD,TRUE,,,,25-44,M,BLACK
72939622,QUEENS,,101,0,,GROCERY/BODEGA,FALSE,18-24,M,BLACK,25-44,M,WHITE HISPANIC
157639146,MANHATTAN,,13,0,,,FALSE,25-44,M,BLACK,25-44,M,BLACK
89231142,BROOKLYN,,73,0,,MULTI DWELL - APT BUILD,FALSE,18-24,F,BLACK,25-44,M,BLACK
211065733,BROOKLYN,,71,0,,,FALSE,25-44,M,BLACK,25-44,M,BLACK
79401340,BROOKLYN,,75,0,,COMMERCIAL BLDG,FALSE,45-64,M,WHITE,45-64,M,WHITE
155890469,BRONX,,41,0,,,FALSE,18-24,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC
73717905,MANHATTAN,,25,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,<18,M,BLACK
37256918,BROOKLYN,,79,0,,BAR/NIGHT CLUB,FALSE,25-44,M,BLACK,<18,M,BLACK
58892889,QUEENS,,102,0,,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,18-24,F,BLACK
25511190,BROOKLYN,,79,0,,,FALSE,25-44,M,BLACK,25-44,M,BLACK
232924791,BROOKLYN,,75,0,,,FALSE,,,,18-24,M,BLACK
147064699,MANHATTAN,,34,0,,,FALSE,,,,25-44,M,WHITE HISPANIC
45610182,MANHATTAN,,34,0,,,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,WHITE HISPANIC
54515432,MANHATTAN,,17,0,,,FALSE,UNKNOWN,U,UNKNOWN,18-24,F,BLACK
238312741,QUEENS,,103,0,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK
80991314,QUEENS,,101,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK
62725595,STATEN ISLAND,,120,0,,BAR/NIGHT CLUB,FALSE,18-24,M,BLACK,18-24,M,BLACK
223928176,BROOKLYN,,73,0,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,45-64,M,BLACK
76854526,QUEENS,,115,0,,,FALSE,,,,18-24,M,BLACK
201851566,QUEENS,,104,0,,,TRUE,25-44,M,BLACK,18-24,M,WHITE HISPANIC
29259597,MANHATTAN,,25,2,,MULTI DWELL - PUBLIC HOUS,TRUE,<18,M,BLACK,25-44,M,BLACK
207701108,MANHATTAN,,9,0,,,TRUE,25-44,M,BLACK,25-44,M,BLACK
10333320,MANHATTAN,,32,0,,NONE,FALSE,UNKNOWN,M,BLACK,18-24,M,BLACK
80102963,BROOKLYN,,71,0,,,TRUE,18-24,M,BLACK,25-44,M,BLACK
139195504,BRONX,,52,0,,,FALSE,,,,25-44,M,BLACK HISPANIC
23354077,MANHATTAN,,10,0,,,FALSE,UNKNOWN,U,UNKNOWN,25-44,F,BLACK
93607540,BRONX,,47,0,,,FALSE,,,,18-24,M,BLACK
228798150,BRONX,,43,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK
26543083,BROOKLYN,,63,0,,RESTAURANT/DINER,TRUE,,,,25-44,M,BLACK
11118232,QUEENS,,105,0,,PVT HOUSE,TRUE,45-64,M,BLACK,25-44,M,BLACK
216351812,BRONX,,48,0,,,FALSE,18-24,M,BLACK,25-44,M,BLACK HISPANIC
87447312,BROOKLYN,,71,0,,BEAUTY/NAIL SALON,FALSE,,,,25-44,M,BLACK
152967559,BROOKLYN,,81,0,,,FALSE,,,,25-44,M,BLACK
71863154,MANHATTAN,,23,0,,,FALSE,18-24,M,BLACK,<18,M,BLACK
25544431,BRONX,,52,0,,,FALSE,18-24,M,BLACK HISPANIC,<18,M,BLACK HISPANIC
70881714,BRONX,,46,0,,,FALSE,<18,M,BLACK HISPANIC,<18,M,WHITE HISPANIC
72616285,BRONX,,46,0,,MULTI DWELL - APT BUILD,TRUE,18-24,M,BLACK,<18,F,BLACK
32949484,BROOKLYN,,79,2,,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK
76623745,STATEN ISLAND,,120,0,,GROCERY/BODEGA,FALSE,18-24,M,BLACK,18-24,M,BLACK HISPANIC
85578750,QUEENS,,101,0,,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,18-24,M,BLACK
56320324,BROOKLYN,,60,0,,,FALSE,18-24,M,WHITE HISPANIC,18-24,M,BLACK
85491311,BROOKLYN,,73,0,,,FALSE,18-24,M,BLACK,25-44,M,BLACK
230448906,BRONX,,42,0,,,FALSE,,,,25-44,F,WHITE HISPANIC
24335997,BRONX,,46,0,,,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK HISPANIC
140088780,QUEENS,,113,0,,PVT HOUSE,TRUE,<18,M,ASIAN / PACIFIC ISLANDER,25-44,M,BLACK
35920684,QUEENS,,114,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,25-44,M,BLACK
214184464,MANHATTAN,,25,0,,,FALSE,,,,45-64,M,BLACK
196364281,BRONX,,47,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK
87898766,STATEN ISLAND,,120,0,,PVT HOUSE,TRUE,18-24,M,BLACK,18-24,M,BLACK
68296785,MANHATTAN,,7,0,,,FALSE,18-24,M,BLACK HISPANIC,18-24,F,BLACK HISPANIC
79196799,BRONX,,43,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK
73600076,QUEENS,,113,0,,PVT HOUSE,TRUE,65,M,BLACK,45-64,F,BLACK
158263711,MANHATTAN,,23,0,,,FALSE,18-24,M,BLACK,18-24,M,BLACK
25078540,QUEENS,,105,0,,,TRUE,,,,25-44,M,BLACK
50685010,BROOKLYN,,88,0,,,FALSE,18-24,M,BLACK,25-44,M,BLACK
199467225,BROOKLYN,,71,0,,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,25-44,M,BLACK
24347272,BROOKLYN,,83,0,,MULTI DWELL - PUBLIC HOUS,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK
137813042,BROOKLYN,,73,0,,,FALSE,,,,18-24,M,BLACK
74805996,BROOKLYN,,70,0,,,FALSE,,,,18-24,M,BLACK
93853480,MANHATTAN,,25,2,,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK HISPANIC,18-24,M,BLACK
80880412,BRONX,,46,0,,,FALSE,,,,18-24,F,BLACK
23354129,QUEENS,,105,0,,,FALSE,UNKNOWN,M,BLACK,18-24,M,BLACK
140697084,QUEENS,,105,0,,PVT HOUSE,FALSE,25-44,M,BLACK,45-64,F,BLACK
66101680,QUEENS,,103,0,,,FALSE,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC
88160398,MANHATTAN,,23,0,,BEAUTY/NAIL SALON,FALSE,,,,<18,M,BLACK
67692447,BROOKLYN,,88,0,,,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK
197706724,BRONX,,40,2,,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC
23501822,BROOKLYN,,77,0,,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,25-44,M,BLACK
229542172,QUEENS,,103,0,,,FALSE,25-44,M,BLACK,18-24,M,BLACK
11118192,BRONX,,41,0,,,TRUE,25-44,M,BLACK,<18,M,WHITE HISPANIC
92386266,BROOKLYN,,73,0,,,FALSE,,,,18-24,M,BLACK
72627098,QUEENS,,100,0,,,FALSE,,,,18-24,M,BLACK
236094286,BRONX,,47,0,,,FALSE,,,,25-44,M,BLACK
141680565,QUEENS,,113,0,,,TRUE,18-24,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER
220863880,BROOKLYN,,75,0,,,FALSE,18-24,M,BLACK,25-44,M,WHITE HISPANIC
26022835,BRONX,,52,0,,,TRUE,25-44,M,WHITE HISPANIC,18-24,M,BLACK
146477563,QUEENS,,113,0,,,FALSE,25-44,M,BLACK,25-44,M,BLACK
167343776,BRONX,,47,0,,,FALSE,,,,<18,M,BLACK HISPANIC
45496103,BRONX,,46,0,,,FALSE,,,,18-24,M,BLACK
72083623,MANHATTAN,,14,0,,,FALSE,<18,F,BLACK HISPANIC,18-24,F,BLACK
34720462,BRONX,,43,0,,,FALSE,UNKNOWN,M,UNKNOWN,25-44,M,BLACK HISPANIC
189046703,MANHATTAN,,34,0,,,FALSE,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC
234475687,QUEENS,,101,0,,,TRUE,45-64,M,BLACK,25-44,M,BLACK
207572465,QUEENS,,101,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK HISPANIC
197953467,BRONX,,41,0,,,FALSE,18-24,M,BLACK,<18,M,BLACK
53790045,BRONX,,49,0,,GAS STATION,TRUE,,,,25-44,M,WHITE HISPANIC
206843560,BRONX,,41,0,,,FALSE,,,,18-24,M,BLACK HISPANIC
60025212,BROOKLYN,,73,0,,,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,BLACK
138632299,STATEN ISLAND,,120,2,,MULTI DWELL - PUBLIC HOUS,FALSE,<18,M,BLACK,25-44,F,BLACK
33227816,MANHATTAN,,7,0,,MULTI DWELL - PUBLIC HOUS,FALSE,<18,M,WHITE HISPANIC,<18,M,WHITE HISPANIC
78656424,MANHATTAN,,26,2,,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,18-24,M,BLACK
74962970,QUEENS,,113,0,,PVT HOUSE,FALSE,18-24,M,BLACK,25-44,M,BLACK
206873499,QUEENS,,113,0,,,FALSE,,,,25-44,M,BLACK
65640276,BRONX,,46,0,,,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK
69526317,BRONX,,47,0,,BAR/NIGHT CLUB,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK
148364099,MANHATTAN,,6,0,,,FALSE,,,,25-44,M,BLACK
199786226,BROOKLYN,,73,0,,,FALSE,,,,18-24,M,BLACK
227089382,QUEENS,,103,0,,,FALSE,,,,45-64,M,BLACK
222539215,QUEENS,,102,0,,HOTEL/MOTEL,TRUE,18-24,M,BLACK,18-24,M,BLACK
