INCIDENT_KEY,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE
235857196,MANHATTAN,,25,0,,,FALSE,18-24,M,BLACK,25-44,M,BLACK
156431366,BROOKLYN,,94,0,,,FALSE,,,,18-24,M,WHITE HISPANIC
64689374,BROOKLYN,,73,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK
186047193,QUEENS,,114,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK
143551789,BRONX,,46,0,,,FALSE,,,,18-24,M,BLACK
236168671,BRONX,,42,0,,,FALSE,,,,25-44,M,BLACK
60291488,BRONX,,42,0,,BAR/NIGHT CLUB,FALSE,UNKNOWN,M,UNKNOWN,18-24,M,BLACK
148398292,BRONX,,43,0,,,FALSE,,,,18-24,M,BLACK
67797950,BROOKLYN,,79,0,,GROCERY/BODEGA,FALSE,UNKNOWN,U,UNKNOWN,<18,M,BLACK
154563858,QUEENS,,103,0,,,FALSE,,,,25-44,M,BLACK
140787286,BROOKLYN,,73,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK
234261153,BROOKLYN,,79,0,,,TRUE,18-24,M,WHITE HISPANIC,<18,M,BLACK
230815779,BRONX,,44,0,,,FALSE,,,,45-64,M,BLACK
79419018,MANHATTAN,,7,0,,,TRUE,,,,18-24,M,BLACK
172712178,QUEENS,,105,0,,,TRUE,25-44,M,BLACK,25-44,M,BLACK
34481492,BROOKLYN,,83,0,,,FALSE,18-24,M,BLACK,25-44,M,BLACK
80133659,BROOKLYN,,75,0,,MULTI DWELL - APT BUILD,FALSE,,,,18-24,M,BLACK
213187656,QUEENS,,103,0,,,FALSE,,,,18-24,M,WHITE HISPANIC
81182107,BROOKLYN,,75,0,,GAS STATION,FALSE,,,,45-64,M,BLACK HISPANIC
77153253,QUEENS,,113,0,,PVT HOUSE,TRUE,18-24,M,BLACK,25-44,F,BLACK
64529970,MANHATTAN,,32,0,,,FALSE,25-44,M,BLACK,25-44,M,BLACK
193118589,BROOKLYN,,67,0,,,TRUE,,,,25-44,M,BLACK
139025531,QUEENS,,103,0,,,FALSE,,,,18-24,M,BLACK HISPANIC
75535656,MANHATTAN,,25,0,,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,18-24,M,BLACK
71825655,BRONX,,43,0,,,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,WHITE HISPANIC
138265228,BROOKLYN,,71,0,,,FALSE,18-24,M,BLACK,18-24,M,BLACK
78997909,BROOKLYN,,71,0,,,FALSE,,,,18-24,M,BLACK
75487856,BRONX,,44,0,,,FALSE,UNKNOWN,M,BLACK HISPANIC,25-44,M,BLACK
47447802,BROOKLYN,,77,0,,,FALSE,UNKNOWN,U,UNKNOWN,<18,M,BLACK
217257027,BROOKLYN,,73,0,,,FALSE,,,,25-44,M,BLACK
171692496,BROOKLYN,,90,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,WHITE HISPANIC,25-44,M,BLACK
45872837,BROOKLYN,,60,2,,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,18-24,M,BLACK
184440039,QUEENS,,114,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK
25559790,BROOKLYN,,71,0,,MULTI DWELL - APT BUILD,FALSE,UNKNOWN,M,BLACK,18-24,M,BLACK
52144006,MANHATTAN,,7,2,,MULTI DWELL - PUBLIC HOUS,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,WHITE HISPANIC
47851708,MANHATTAN,,23,2,,MULTI DWELL - PUBLIC HOUS,FALSE,UNKNOWN,U,UNKNOWN,<18,M,BLACK
217776903,BRONX,,43,0,,,TRUE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC
11118835,BROOKLYN,,77,0,,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,25-44,M,BLACK
65464028,QUEENS,,103,0,,,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK
229848439,QUEENS,,101,0,,,FALSE,,,,45-64,M,BLACK
230421164,BROOKLYN,,67,0,,,FALSE,,,,<18,M,BLACK
73003661,QUEENS,,103,0,,,TRUE,,,,18-24,M,BLACK
44692772,BROOKLYN,,69,0,,,FALSE,18-24,M,BLACK,<18,M,BLACK
85646335,BROOKLYN,,81,0,,,FALSE,18-24,M,BLACK,25-44,M,WHITE HISPANIC
33413504,MANHATTAN,,32,0,,,FALSE,,,,18-24,M,BLACK
139410769,BRONX,,42,0,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,45-64,M,BLACK
188483689,BRONX,,46,2,,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,WHITE HISPANIC
75128830,BROOKLYN,,75,0,,,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK
109340977,STATEN ISLAND,,120,0,,PVT HOUSE,TRUE,65,M,WHITE HISPANIC,45-64,M,WHITE HISPANIC
85094886,BROOKLYN,,75,0,,GROCERY/BODEGA,FALSE,25-44,M,BLACK,18-24,M,BLACK HISPANIC
45183544,BROOKLYN,,79,0,,,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,BLACK
29462409,BRONX,,40,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK
23749375,BROOKLYN,,79,2,,MULTI DWELL - PUBLIC HOUS,TRUE,18-24,M,BLACK,<18,M,BLACK
45652260,MANHATTAN,,25,0,,GROCERY/BODEGA,FALSE,,,,18-24,M,BLACK HISPANIC
137741234,MANHATTAN,,25,0,,,TRUE,18-24,M,BLACK,18-24,M,BLACK
89420965,BROOKLYN,,81,0,,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,45-64,M,BLACK
25490118,BROOKLYN,,70,0,,,FALSE,18-24,M,BLACK,<18,M,BLACK
72035712,BROOKLYN,,73,0,,,FALSE,18-24,M,BLACK,25-44,F,BLACK
147808723,QUEENS,,110,0,,,FALSE,,,,25-44,M,BLACK HISPANIC
219975711,MANHATTAN,,28,0,,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,25-44,F,BLACK
213747897,MANHATTAN,,34,0,,,FALSE,,,,25-44,M,BLACK HISPANIC
78663095,BROOKLYN,,81,0,,,FALSE,<18,M,BLACK,25-44,M,BLACK
137086302,BROOKLYN,,73,0,,,FALSE,,,,<18,M,BLACK
82913533,BROOKLYN,,94,0,,GAS STATION,FALSE,,,,25-44,M,ASIAN / PACIFIC ISLANDER
238209823,MANHATTAN,,26,0,,HOSPITAL,FALSE,,,,<18,M,BLACK
229861115,BROOKLYN,,73,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK
16814010,BRONX,,52,0,,,TRUE,,,,18-24,F,WHITE HISPANIC
80541204,BROOKLYN,,73,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,WHITE HISPANIC,<18,M,BLACK
46887795,BROOKLYN,,75,0,,,FALSE,UNKNOWN,M,BLACK,18-24,M,BLACK
230162224,BROOKLYN,,75,0,,,FALSE,,,,<18,M,BLACK
23625562,MANHATTAN,,28,2,,MULTI DWELL - PUBLIC HOUS,FALSE,UNKNOWN,M,BLACK,<18,M,BLACK
157639147,BRONX,,47,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,WHITE HISPANIC
34129869,BROOKLYN,,73,0,,MULTI DWELL - PUBLIC HOUS,FALSE,UNKNOWN,M,BLACK,18-24,M,BLACK
74155080,BROOKLYN,,77,2,,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,18-24,M,BLACK
25036119,BRONX,,40,0,,,FALSE,25-44,M,BLACK HISPANIC,<18,M,BLACK HISPANIC
29246087,BROOKLYN,,60,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK
28542322,BROOKLYN,,79,0,,GROCERY/BODEGA,TRUE,,,,<18,M,BLACK
202140604,QUEENS,,113,0,,,FALSE,,,,25-44,M,BLACK
90925984,BROOKLYN,,73,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK
223801322,BROOKLYN,,77,0,,,FALSE,,,,25-44,M,BLACK HISPANIC
50177429,BROOKLYN,,61,0,,,FALSE,<18,M,BLACK,18-24,M,BLACK
75886001,MANHATTAN,,28,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,F,BLACK
146723633,BROOKLYN,,90,0,,,TRUE,18-24,M,WHITE HISPANIC,<18,F,WHITE
82009009,STATEN ISLAND,,120,0,,,FALSE,25-44,M,BLACK,18-24,M,BLACK
32155725,BRONX,,47,0,,,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,BLACK
86834561,BROOKLYN,,77,0,,BEAUTY/NAIL SALON,FALSE,,,,25-44,M,BLACK
149786898,BROOKLYN,,71,0,,,FALSE,,,,25-44,M,BLACK
156822738,BROOKLYN,,69,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK
56717664,BRONX,,49,0,,,FALSE,<18,M,BLACK,<18,M,BLACK
138996869,MANHATTAN,,34,0,,,FALSE,18-24,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC
24460722,BRONX,,43,2,,MULTI DWELL - PUBLIC HOUS,TRUE,18-24,M,BLACK HISPANIC,<18,M,BLACK
63506964,QUEENS,,114,0,,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,18-24,M,BLACK HISPANIC
194527595,BRONX,,42,0,,,FALSE,,,,18-24,M,BLACK
229493102,BRONX,,40,2,,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC
227344212,BROOKLYN,,76,2,,MULTI DWELL - PUBLIC HOUS,TRUE,25-44,M,BLACK,18-24,M,BLACK
33635440,BROOKLYN,,75,0,,,FALSE,<18,M,BLACK,25-44,M,BLACK
61000872,BROOKLYN,,73,0,,MULTI DWELL - APT BUILD,FALSE,<18,M,BLACK,25-44,M,BLACK
76047142,MANHATTAN,,30,0,,,FALSE,<18,M,BLACK,45-64,M,BLACK HISPANIC
84205618,QUEENS,,105,0,,,FALSE,18-24,M,BLACK,<18,F,BLACK
79379294,BROOKLYN,,71,0,,PVT HOUSE,FALSE,25-44,M,BLACK,25-44,M,BLACK
215225151,QUEENS,,101,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,WHITE HISPANIC,18-24,M,BLACK
24050482,BRONX,,52,0,,,TRUE,,,,25-44,F,BLACK HISPANIC
64419243,BRONX,,42,2,,MULTI DWELL - PUBLIC HOUS,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,BLACK
61144234,BRONX,,47,0,,,TRUE,25-44,M,BLACK,25-44,M,BLACK
28176154,BRONX,,41,0,,MULTI DWELL - APT BUILD,FALSE,18-24,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC
24930765,BROOKLYN,,73,0,,,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,WHITE HISPANIC
80991528,BROOKLYN,,67,0,,CANDY STORE,TRUE,,,,18-24,M,ASIAN / PACIFIC ISLANDER
140363003,BROOKLYN,,67,0,,,FALSE,,,,25-44,M,BLACK
92821504,BRONX,,47,0,,,FALSE,,,,18-24,M,BLACK
64342939,BRONX,,41,0,,,FALSE,UNKNOWN,U,UNKNOWN,<18,M,BLACK
148865203,BRONX,,46,0,,,TRUE,18-24,M,BLACK HISPANIC,18-24,M,BLACK
142858797,BROOKLYN,,79,0,,GROCERY/BODEGA,FALSE,18-24,M,BLACK,18-24,M,ASIAN / PACIFIC ISLANDER
136941605,QUEENS,,102,0,,,FALSE,18-24,M,BLACK HISPANIC,25-44,M,BLACK
140911028,BROOKLYN,,88,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK
215593076,BROOKLYN,,94,0,,,FALSE,,,,18-24,M,BLACK
81035629,BROOKLYN,,79,0,,,FALSE,,,,25-44,M,BLACK
24050482,BRONX,,52,0,,,FALSE,,,,25-44,F,BLACK HISPANIC
226500268,BROOKLYN,,79,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK
85283588,BROOKLYN,,78,0,,,FALSE,,,,25-44,M,WHITE HISPANIC
147275864,BROOKLYN,,88,0,,,TRUE,<18,M,BLACK,<18,M,BLACK
216157556,QUEENS,,103,0,,,FALSE,25-44,M,BLACK,18-24,F,BLACK
51787772,STATEN ISLAND,,122,0,,PVT HOUSE,TRUE,18-24,M,WHITE HISPANIC,18-24,M,BLACK
71054045,BRONX,,44,0,,MULTI DWELL - APT BUILD,FALSE,25-44,M,WHITE HISPANIC,25-44,F,WHITE
51870904,BROOKLYN,,79,0,,,TRUE,,,,45-64,M,BLACK
80387683,BRONX,,42,0,,GROCERY/BODEGA,FALSE,18-24,M,BLACK HISPANIC,18-24,M,BLACK
72939622,QUEENS,,101,0,,GROCERY/BODEGA,FALSE,<18,M,BLACK,25-44,M,WHITE HISPANIC
227511956,BROOKLYN,,75,0,,,FALSE,,,,25-44,M,BLACK
75538562,BROOKLYN,,83,0,,,TRUE,,,,25-44,M,BLACK
138670462,BROOKLYN,,73,0,,,FALSE,,,,18-24,M,BLACK
228890008,BRONX,,47,0,,,FALSE,,,,<18,M,BLACK
163025376,BRONX,,42,2,,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,WHITE HISPANIC,45-64,M,BLACK
136802069,BRONX,,45,0,,,FALSE,,,,18-24,M,BLACK
82009454,BRONX,,41,0,,,FALSE,,,,18-24,M,BLACK
79589675,BRONX,,44,0,,,FALSE,18-24,M,BLACK HISPANIC,25-44,M,BLACK
29191555,BROOKLYN,,75,2,,MULTI DWELL - PUBLIC HOUS,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,BLACK
139195325,BROOKLYN,,70,0,,PVT HOUSE,TRUE,18-24,M,BLACK,65,M,BLACK
56688483,BROOKLYN,,77,0,,,FALSE,18-24,M,BLACK,25-44,M,BLACK
68079286,BRONX,,50,0,,,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,WHITE HISPANIC
46931039,QUEENS,,102,0,,PVT HOUSE,FALSE,18-24,M,BLACK HISPANIC,18-24,M,WHITE HISPANIC
56662045,MANHATTAN,,26,0,,,FALSE,18-24,M,BLACK,18-24,M,BLACK
77507890,BRONX,,47,0,,MULTI DWELL - APT BUILD,FALSE,<18,M,BLACK,18-24,M,BLACK
109509241,MANHATTAN,,30,0,,,FALSE,,,,18-24,M,BLACK
230311080,MANHATTAN,,30,0,,,FALSE,18-24,M,BLACK,25-44,M,BLACK
238312743,BRONX,,44,0,,,TRUE,25-44,M,BLACK,25-44,M,BLACK
142978753,QUEENS,,107,0,,,FALSE,25-44,M,BLACK,25-44,M,BLACK
238312742,QUEENS,,105,0,,,FALSE,,,,25-44,M,BLACK
190245037,BRONX,,44,0,,,FALSE,25-44,M,BLACK HISPANIC,25-44,M,BLACK
138693354,BROOKLYN,,69,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK
139466570,BROOKLYN,,75,0,,GROCERY/BODEGA,FALSE,,,,18-24,M,BLACK
201858653,BROOKLYN,,70,0,,,TRUE,,,,45-64,F,WHITE HISPANIC
83782601,BROOKLYN,,77,0,,,TRUE,,,,18-24,M,BLACK
16814011,BROOKLYN,,70,0,,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,25-44,F,BLACK
27606752,BRONX,,42,0,,,FALSE,<18,M,BLACK,25-44,M,BLACK
48480862,BROOKLYN,,67,0,,,FALSE,18-24,M,BLACK,18-24,M,BLACK
233458827,BROOKLYN,,71,0,,,FALSE,,,,25-44,M,BLACK
26022833,BROOKLYN,,70,0,,,FALSE,,,,25-44,M,BLACK
25370558,QUEENS,,101,0,,,FALSE,UNKNOWN,M,BLACK,18-24,M,BLACK
154960800,QUEENS,,103,0,,,FALSE,,,,25-44,F,BLACK
225285872,BROOKLYN,,73,0,,MULTI DWELL - APT BUILD,FALSE,,,,25-44,M,WHITE HISPANIC
211788599,BROOKLYN,,73,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,F,BLACK
23974388,BROOKLYN,,70,0,,,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,BLACK
71078796,BRONX,,40,0,,,FALSE,18-24,M,BLACK HISPANIC,<18,M,BLACK HISPANIC
64556899,BROOKLYN,,77,0,,,FALSE,25-44,M,BLACK,25-44,M,BLACK
84998801,BROOKLYN,,70,0,,,FALSE,<18,M,BLACK,25-44,M,BLACK
186876046,BRONX,,47,0,,,FALSE,18-24,M,BLACK,45-64,M,BLACK
156552658,QUEENS,,113,0,,,FALSE,,,,25-44,M,BLACK
60442308,QUEENS,,110,0,,,TRUE,,,,18-24,M,WHITE HISPANIC
23888270,BROOKLYN,,83,0,,,FALSE,UNKNOWN,M,BLACK,18-24,M,WHITE HISPANIC
206821819,BRONX,,47,0,,,FALSE,,,,<18,M,BLACK
207571934,BROOKLYN,,67,0,,,FALSE,<18,M,BLACK,<18,M,BLACK
190144579,BRONX,,42,0,,,FALSE,,,,25-44,M,BLACK
74883806,BROOKLYN,,68,0,,BAR/NIGHT CLUB,FALSE,,,,25-44,M,BLACK
32807473,BRONX,,40,0,,,TRUE,18-24,M,BLACK,18-24,M,BLACK
33962076,BRONX,,43,0,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,25-44,M,BLACK
109324540,BROOKLYN,,75,0,,,FALSE,18-24,M,BLACK,18-24,M,BLACK
25812420,BROOKLYN,,67,0,,MULTI DWELL - APT BUILD,FALSE,UNKNOWN,M,BLACK,45-64,M,WHITE HISPANIC
236054427,BROOKLYN,,60,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,45-64,M,BLACK
87205084,BROOKLYN,,77,0,,,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK
234674132,BRONX,,41,0,,,FALSE,<18,M,BLACK HISPANIC,<18,M,BLACK HISPANIC
188810231,BRONX,,49,0,,,TRUE,,,,25-44,M,BLACK
73775361,BRONX,,43,0,,,FALSE,UNKNOWN,U,UNKNOWN,<18,M,BLACK HISPANIC
202457206,BRONX,,43,0,,,FALSE,,,,18-24,M,BLACK
234928489,QUEENS,,105,0,,,FALSE,25-44,M,BLACK,25-44,M,BLACK
89460242,BROOKLYN,,88,0,,RESTAURANT/DINER,FALSE,,,,25-44,M,BLACK
227950650,BRONX,,42,2,,MULTI DWELL - PUBLIC HOUS,TRUE,25-44,M,BLACK,<18,M,BLACK
215132742,BROOKLYN,,75,0,,,FALSE,25-44,M,BLACK,25-44,M,BLACK
75538561,BROOKLYN,,61,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK
83318932,BRONX,,40,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK
206681438,MANHATTAN,,32,0,,,FALSE,25-44,M,BLACK,25-44,M,BLACK
63189249,BROOKLYN,,83,0,,,FALSE,25-44,M,BLACK,18-24,M,BLACK
75447991,BRONX,,43,0,,MULTI DWELL - PUBLIC HOUS,TRUE,,,,25-44,M,BLACK
188483686,BRONX,,46,0,,,FALSE,18-24,M,UNKNOWN,45-64,M,BLACK
38794661,BRONX,,52,0,,BAR/NIGHT CLUB,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,BLACK HISPANIC
24954783,MANHATTAN,,23,2,,MULTI DWELL - PUBLIC HOUS,FALSE,<18,M,BLACK,<18,F,BLACK
73245843,BRONX,,42,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,<18,M,WHITE HISPANIC
206311808,STATEN ISLAND,,122,0,,,FALSE,18-24,F,WHITE HISPANIC,18-24,M,WHITE
68760844,BROOKLYN,,76,0,,MULTI DWELL - APT BUILD,TRUE,25-44,M,BLACK,25-44,M,WHITE
139635511,QUEENS,,113,0,,PVT HOUSE,FALSE,25-44,M,BLACK,25-44,M,BLACK
73473795,BRONX,,44,0,,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK HISPANIC,18-24,M,BLACK
185246019,BRONX,,44,0,,BAR/NIGHT CLUB,FALSE,25-44,M,BLACK HISPANIC,25-44,F,BLACK HISPANIC
217368571,MANHATTAN,,20,2,,MULTI DWELL - PUBLIC HOUS,TRUE,25-44,M,BLACK,25-44,M,BLACK
90905822,BRONX,,42,0,,,FALSE,18-24,M,BLACK,25-44,M,WHITE HISPANIC
91048612,QUEENS,,101,0,,MULTI DWELL - APT BUILD,FALSE,<18,M,BLACK,18-24,M,BLACK
51239107,BROOKLYN,,79,0,,MULTI DWELL - APT BUILD,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,BLACK
23354062,MANHATTAN,,32,0,,,FALSE,,,,25-44,F,BLACK
67131200,BROOKLYN,,63,0,,BAR/NIGHT CLUB,FALSE,25-44,M,BLACK,25-44,M,BLACK
160338751,BROOKLYN,,88,0,,MULTI DWELL - APT BUILD,FALSE,,,,25-44,M,BLACK
197662446,BROOKLYN,,75,0,,,TRUE,18-24,M,BLACK,25-44,M,BLACK
227950665,MANHATTAN,,14,0,,,FALSE,25-44,M,BLACK,18-24,F,WHITE HISPANIC
147024012,BROOKLYN,,84,0,,,FALSE,25-44,M,BLACK,18-24,M,BLACK
12835953,BROOKLYN,,69,0,,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,18-24,M,BLACK
34021453,BRONX,,40,0,,,FALSE,25-44,M,BLACK,18-24,M,BLACK
85156502,BROOKLYN,,77,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK
159248462,STATEN ISLAND,,121,0,,,FALSE,18-24,M,BLACK HISPANIC,25-44,M,BLACK
73759965,BRONX,,52,0,,,FALSE,<18,M,BLACK,18-24,M,BLACK HISPANIC
203350417,BROOKLYN,,77,0,,,FALSE,,,,18-24,F,BLACK
145352147,BRONX,,46,0,,,FALSE,,,,25-44,M,BLACK HISPANIC
79821196,BROOKLYN,,73,0,,COMMERCIAL BLDG,FALSE,,,,18-24,M,BLACK
147237489,MANHATTAN,,25,0,,,FALSE,,,,25-44,M,BLACK HISPANIC
78380446,BROOKLYN,,67,0,,PVT HOUSE,FALSE,25-44,M,BLACK,25-44,M,BLACK
94224972,MANHATTAN,,32,0,,BEAUTY/NAIL SALON,FALSE,,,,45-64,M,BLACK
163703969,BROOKLYN,,67,0,,,TRUE,,,,18-24,M,BLACK
230741369,BRONX,,48,0,,,TRUE,18-24,M,BLACK,<18,M,BLACK
230563798,BROOKLYN,,75,0,,,FALSE,,,,45-64,M,BLACK
45970311,QUEENS,,113,0,,DRY CLEANER/LAUNDRY,FALSE,UNKNOWN,M,UNKNOWN,18-24,M,BLACK
157130894,BROOKLYN,,79,0,,GROCERY/BODEGA,TRUE,18-24,M,BLACK,25-44,M,BLACK
229091710,BROOKLYN,,90,0,,MULTI DWELL - APT BUILD,FALSE,25-44,M,WHITE HISPANIC,25-44,F,WHITE HISPANIC
217025095,MANHATTAN,,24,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,WHITE HISPANIC
46120178,BROOKLYN,,79,0,,MULTI DWELL - APT BUILD,FALSE,25-44,F,BLACK,25-44,M,BLACK
80581457,BRONX,,45,0,,,FALSE,,,,18-24,M,BLACK HISPANIC
24078699,QUEENS,,100,2,,MULTI DWELL - PUBLIC HOUS,FALSE,<18,M,BLACK,25-44,M,BLACK
232497428,BROOKLYN,,81,0,,GROCERY/BODEGA,FALSE,45-64,M,BLACK,25-44,M,BLACK
71301737,QUEENS,,114,0,,,FALSE,UNKNOWN,M,BLACK HISPANIC,65,M,WHITE
25260906,BRONX,,46,0,,,FALSE,UNKNOWN,M,BLACK,25-44,M,WHITE HISPANIC
235757726,BROOKLYN,,79,0,,,FALSE,25-44,M,BLACK,18-24,M,BLACK
216927395,BROOKLYN,,67,0,,HOSPITAL,FALSE,,,,18-24,M,BLACK
75202880,QUEENS,,105,0,,,FALSE,UNKNOWN,M,BLACK,18-24,F,BLACK
156610142,BROOKLYN,,83,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,WHITE HISPANIC,18-24,F,WHITE HISPANIC
148459677,BROOKLYN,,67,0,,,FALSE,18-24,M,BLACK,25-44,F,BLACK
89514645,QUEENS,,106,0,,,TRUE,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC
91589681,BRONX,,43,0,,RESTAURANT/DINER,FALSE,25-44,M,BLACK,18-24,M,BLACK
44751688,BROOKLYN,,73,2,,MULTI DWELL - PUBLIC HOUS,FALSE,UNKNOWN,U,UNKNOWN,45-64,M,BLACK
71633348,QUEENS,,105,0,,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,25-44,M,BLACK
80716056,BROOKLYN,,88,2,,MULTI DWELL - APT BUILD,FALSE,,,,25-44,M,BLACK
55237634,BRONX,,40,0,,MULTI DWELL - PUBLIC HOUS,TRUE,,,,<18,M,BLACK
233942902,BROOKLYN,,63,0,,FAST FOOD,FALSE,18-24,M,BLACK,<18,M,BLACK
84978497,MANHATTAN,,32,0,,FAST FOOD,TRUE,,,,18-24,M,BLACK
149455199,BROOKLYN,,72,0,,,FALSE,18-24,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC
139213880,BROOKLYN,,81,0,,,FALSE,25-44,M,BLACK,25-44,M,BLACK
90582840,MANHATTAN,,14,0,,COMMERCIAL BLDG,FALSE,25-44,M,BLACK,45-64,M,BLACK
73528809,MANHATTAN,,30,0,,,FALSE,<18,M,BLACK,18-24,M,WHITE HISPANIC
211362501,QUEENS,,115,0,,,FALSE,18-24,M,BLACK,25-44,M,BLACK
16814018,BROOKLYN,,77,0,,,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,BLACK
91729178,QUEENS,,101,0,,,FALSE,,,,25-44,M,BLACK
62947232,BRONX,,48,0,,,FALSE,18-24,M,BLACK,<18,M,BLACK
194269158,BROOKLYN,,81,2,,MULTI DWELL - PUBLIC HOUS,FALSE,<18,M,BLACK,<18,M,BLACK
80682807,BROOKLYN,,60,2,,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK
137199356,MANHATTAN,,28,0,,,FALSE,,,,18-24,M,BLACK
33535834,BRONX,,42,0,,GROCERY/BODEGA,FALSE,UNKNOWN,M,BLACK,<18,M,WHITE HISPANIC
142431624,QUEENS,,114,0,,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK HISPANIC,18-24,M,BLACK HISPANIC
217212142,BROOKLYN,,75,0,,,FALSE,,,,25-44,M,BLACK
10969346,BRONX,,49,0,,,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK
64217296,QUEENS,,106,0,,,TRUE,25-44,M,BLACK,45-64,M,BLACK
86185347,BROOKLYN,,75,0,,,FALSE,25-44,M,BLACK,45-64,M,BLACK
64086396,STATEN ISLAND,,120,0,,,FALSE,18-24,M,BLACK,18-24,M,BLACK
47768913,BRONX,,46,0,,,FALSE,18-24,M,BLACK,45-64,M,BLACK
73136525,BRONX,,49,0,,,TRUE,18-24,M,BLACK,45-64,M,BLACK
169454927,BROOKLYN,,67,0,,,FALSE,,,,45-64,F,BLACK
73093815,QUEENS,,105,0,,,FALSE,,,,25-44,M,BLACK
165613951,BROOKLYN,,75,2,,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK
225620487,QUEENS,,105,0,,,TRUE,,,,18-24,M,BLACK
